location	variant	date	sequences
Denmark	23D	2022-12-12	1
France	23D	2022-12-12	2
Greece	23D	2022-12-12	1
Japan	23D	2022-12-12	1
Malaysia	23D	2022-12-12	4
Netherlands	23D	2022-12-12	1
Russia	23D	2022-12-12	1
USA	23D	2022-12-12	2
United Kingdom	23D	2022-12-12	3
France	23D	2022-12-13	1
Japan	23D	2022-12-13	1
Malaysia	23D	2022-12-13	1
Russia	23D	2022-12-13	2
Sweden	23D	2022-12-13	1
USA	23D	2022-12-13	7
United Kingdom	23D	2022-12-13	11
France	23D	2022-12-14	1
Malaysia	23D	2022-12-14	3
Netherlands	23D	2022-12-14	1
Russia	23D	2022-12-14	2
USA	23D	2022-12-14	1
Denmark	23D	2022-12-15	2
Russia	23D	2022-12-15	1
South Korea	23D	2022-12-15	1
USA	23D	2022-12-15	4
Brazil	23D	2022-12-16	1
Denmark	23D	2022-12-16	1
Germany	23D	2022-12-16	1
Japan	23D	2022-12-16	1
Singapore	23D	2022-12-16	2
USA	23D	2022-12-16	3
Denmark	23D	2022-12-17	1
Germany	23D	2022-12-17	2
Malaysia	23D	2022-12-17	1
Russia	23D	2022-12-17	1
USA	23D	2022-12-17	2
Denmark	23D	2022-12-18	3
United Kingdom	23D	2022-12-18	1
Austria	23D	2022-12-19	1
Brazil	23D	2022-12-19	4
Denmark	23D	2022-12-19	3
France	23D	2022-12-19	1
Germany	23D	2022-12-19	1
Russia	23D	2022-12-19	2
Singapore	23D	2022-12-19	1
South Korea	23D	2022-12-19	1
Sweden	23D	2022-12-19	1
USA	23D	2022-12-19	2
United Kingdom	23D	2022-12-19	1
Brazil	23D	2022-12-20	2
Denmark	23D	2022-12-20	1
Germany	23D	2022-12-20	1
Japan	23D	2022-12-20	3
Netherlands	23D	2022-12-20	1
USA	23D	2022-12-20	3
United Kingdom	23D	2022-12-20	3
Brazil	23D	2022-12-21	3
Denmark	23D	2022-12-21	2
Malaysia	23D	2022-12-21	1
Netherlands	23D	2022-12-21	2
South Korea	23D	2022-12-21	2
USA	23D	2022-12-21	2
United Kingdom	23D	2022-12-21	2
Brazil	23D	2022-12-22	11
Denmark	23D	2022-12-22	2
Malaysia	23D	2022-12-22	2
Russia	23D	2022-12-22	4
Singapore	23D	2022-12-22	2
USA	23D	2022-12-22	4
United Kingdom	23D	2022-12-22	1
Denmark	23D	2022-12-23	2
Japan	23D	2022-12-23	1
Netherlands	23D	2022-12-23	1
USA	23D	2022-12-23	1
Denmark	23D	2022-12-24	1
Netherlands	23D	2022-12-24	1
Singapore	23D	2022-12-24	1
USA	23D	2022-12-24	1
United Kingdom	23D	2022-12-24	1
Brazil	23D	2022-12-25	7
Denmark	23D	2022-12-25	3
Netherlands	23D	2022-12-25	1
Russia	23D	2022-12-25	1
United Kingdom	23D	2022-12-25	1
Brazil	23D	2022-12-26	6
France	23D	2022-12-26	1
Japan	23D	2022-12-26	1
Singapore	23D	2022-12-26	1
Sweden	23D	2022-12-26	1
USA	23D	2022-12-26	1
Australia	23D	2022-12-27	1
Austria	23D	2022-12-27	1
Brazil	23D	2022-12-27	2
Denmark	23D	2022-12-27	2
Japan	23D	2022-12-27	1
Netherlands	23D	2022-12-27	1
Singapore	23D	2022-12-27	1
USA	23D	2022-12-27	4
Brazil	23D	2022-12-28	2
Denmark	23D	2022-12-28	3
Malaysia	23D	2022-12-28	1
Netherlands	23D	2022-12-28	1
Russia	23D	2022-12-28	3
Singapore	23D	2022-12-28	1
South Korea	23D	2022-12-28	1
Spain	23D	2022-12-28	2
Sweden	23D	2022-12-28	2
USA	23D	2022-12-28	4
United Kingdom	23D	2022-12-28	1
Australia	23D	2022-12-29	3
Canada	23D	2022-12-29	1
Denmark	23D	2022-12-29	2
Malaysia	23D	2022-12-29	1
Singapore	23D	2022-12-29	4
USA	23D	2022-12-29	3
United Kingdom	23D	2022-12-29	1
Australia	23D	2022-12-30	1
Finland	23D	2022-12-30	1
Malaysia	23D	2022-12-30	1
Netherlands	23D	2022-12-30	1
USA	23D	2022-12-30	2
United Kingdom	23D	2022-12-30	2
Australia	23D	2022-12-31	2
Russia	23D	2022-12-31	2
USA	23D	2022-12-31	2
Australia	23D	2023-01-01	2
Brazil	23D	2023-01-01	1
Denmark	23D	2023-01-01	2
France	23D	2023-01-01	1
Malaysia	23D	2023-01-01	1
Netherlands	23D	2023-01-01	1
USA	23D	2023-01-01	1
United Kingdom	23D	2023-01-01	2
Austria	23D	2023-01-02	1
Denmark	23D	2023-01-02	1
Germany	23D	2023-01-02	1
Ireland	23D	2023-01-02	1
Malaysia	23D	2023-01-02	1
Netherlands	23D	2023-01-02	1
Singapore	23D	2023-01-02	1
Slovenia	23D	2023-01-02	1
USA	23D	2023-01-02	3
United Kingdom	23D	2023-01-02	1
France	23D	2023-01-03	1
Germany	23D	2023-01-03	1
Ireland	23D	2023-01-03	2
Netherlands	23D	2023-01-03	1
Russia	23D	2023-01-03	2
Sweden	23D	2023-01-03	1
USA	23D	2023-01-03	11
United Kingdom	23D	2023-01-03	4
Australia	23D	2023-01-04	1
Brazil	23D	2023-01-04	1
Denmark	23D	2023-01-04	5
Germany	23D	2023-01-04	2
Ireland	23D	2023-01-04	1
Japan	23D	2023-01-04	2
Malaysia	23D	2023-01-04	1
Netherlands	23D	2023-01-04	1
New Zealand	23D	2023-01-04	1
Russia	23D	2023-01-04	6
Singapore	23D	2023-01-04	2
Switzerland	23D	2023-01-04	1
USA	23D	2023-01-04	2
United Kingdom	23D	2023-01-04	9
Brazil	23D	2023-01-05	1
Denmark	23D	2023-01-05	1
Japan	23D	2023-01-05	2
Malaysia	23D	2023-01-05	1
Netherlands	23D	2023-01-05	1
Russia	23D	2023-01-05	1
Singapore	23D	2023-01-05	2
USA	23D	2023-01-05	3
United Kingdom	23D	2023-01-05	6
Brazil	23D	2023-01-06	1
Denmark	23D	2023-01-06	1
Japan	23D	2023-01-06	1
Russia	23D	2023-01-06	2
Singapore	23D	2023-01-06	4
USA	23D	2023-01-06	3
United Kingdom	23D	2023-01-06	3
Germany	23D	2023-01-07	1
Malaysia	23D	2023-01-07	2
United Kingdom	23D	2023-01-07	1
Australia	23D	2023-01-08	1
Canada	23D	2023-01-08	1
Malaysia	23D	2023-01-08	2
Russia	23D	2023-01-08	2
USA	23D	2023-01-08	8
United Kingdom	23D	2023-01-08	4
Australia	23D	2023-01-09	1
Austria	23D	2023-01-09	1
Brazil	23D	2023-01-09	1
Canada	23D	2023-01-09	1
Denmark	23D	2023-01-09	1
Germany	23D	2023-01-09	3
Netherlands	23D	2023-01-09	2
Russia	23D	2023-01-09	2
Sweden	23D	2023-01-09	4
USA	23D	2023-01-09	4
United Kingdom	23D	2023-01-09	4
Australia	23D	2023-01-10	1
Austria	23D	2023-01-10	1
Belgium	23D	2023-01-10	1
Brazil	23D	2023-01-10	2
Denmark	23D	2023-01-10	2
Germany	23D	2023-01-10	2
Russia	23D	2023-01-10	3
Singapore	23D	2023-01-10	3
Slovenia	23D	2023-01-10	1
Spain	23D	2023-01-10	11
USA	23D	2023-01-10	5
United Kingdom	23D	2023-01-10	1
Australia	23D	2023-01-11	2
Brazil	23D	2023-01-11	1
Denmark	23D	2023-01-11	1
Germany	23D	2023-01-11	3
Italy	23D	2023-01-11	1
Malaysia	23D	2023-01-11	2
Netherlands	23D	2023-01-11	1
New Zealand	23D	2023-01-11	1
Russia	23D	2023-01-11	10
Singapore	23D	2023-01-11	1
South Korea	23D	2023-01-11	1
USA	23D	2023-01-11	3
Belgium	23D	2023-01-12	1
France	23D	2023-01-12	2
Germany	23D	2023-01-12	1
Netherlands	23D	2023-01-12	3
Russia	23D	2023-01-12	5
Singapore	23D	2023-01-12	2
Sweden	23D	2023-01-12	1
USA	23D	2023-01-12	5
United Kingdom	23D	2023-01-12	3
Australia	23D	2023-01-13	1
France	23D	2023-01-13	1
Germany	23D	2023-01-13	1
Netherlands	23D	2023-01-13	2
Russia	23D	2023-01-13	5
Singapore	23D	2023-01-13	3
Spain	23D	2023-01-13	2
Sweden	23D	2023-01-13	1
USA	23D	2023-01-13	6
United Kingdom	23D	2023-01-13	3
Austria	23D	2023-01-14	2
Belgium	23D	2023-01-14	1
Germany	23D	2023-01-14	1
Malaysia	23D	2023-01-14	1
Russia	23D	2023-01-14	5
Singapore	23D	2023-01-14	1
USA	23D	2023-01-14	2
United Kingdom	23D	2023-01-14	1
Belgium	23D	2023-01-15	1
Italy	23D	2023-01-15	1
Russia	23D	2023-01-15	5
Spain	23D	2023-01-15	1
USA	23D	2023-01-15	3
United Kingdom	23D	2023-01-15	6
Austria	23D	2023-01-16	3
Brazil	23D	2023-01-16	2
Denmark	23D	2023-01-16	7
France	23D	2023-01-16	5
Germany	23D	2023-01-16	12
Italy	23D	2023-01-16	2
Malaysia	23D	2023-01-16	2
Netherlands	23D	2023-01-16	1
Russia	23D	2023-01-16	8
Singapore	23D	2023-01-16	4
Sweden	23D	2023-01-16	1
USA	23D	2023-01-16	7
United Kingdom	23D	2023-01-16	4
Australia	23D	2023-01-17	3
Austria	23D	2023-01-17	2
Denmark	23D	2023-01-17	3
France	23D	2023-01-17	1
Germany	23D	2023-01-17	3
Malaysia	23D	2023-01-17	1
Russia	23D	2023-01-17	7
Sweden	23D	2023-01-17	1
USA	23D	2023-01-17	5
United Kingdom	23D	2023-01-17	10
Austria	23D	2023-01-18	3
Croatia	23D	2023-01-18	1
Finland	23D	2023-01-18	1
Germany	23D	2023-01-18	6
Malaysia	23D	2023-01-18	3
Russia	23D	2023-01-18	7
Singapore	23D	2023-01-18	2
South Korea	23D	2023-01-18	2
Sweden	23D	2023-01-18	2
USA	23D	2023-01-18	4
United Kingdom	23D	2023-01-18	1
Belgium	23D	2023-01-19	1
Brazil	23D	2023-01-19	1
Canada	23D	2023-01-19	1
France	23D	2023-01-19	1
Germany	23D	2023-01-19	6
Malaysia	23D	2023-01-19	2
Russia	23D	2023-01-19	10
Spain	23D	2023-01-19	1
USA	23D	2023-01-19	6
United Kingdom	23D	2023-01-19	5
Brazil	23D	2023-01-20	1
Canada	23D	2023-01-20	2
Denmark	23D	2023-01-20	2
France	23D	2023-01-20	1
Germany	23D	2023-01-20	5
Malaysia	23D	2023-01-20	1
Netherlands	23D	2023-01-20	2
Russia	23D	2023-01-20	6
South Korea	23D	2023-01-20	1
Spain	23D	2023-01-20	1
USA	23D	2023-01-20	2
United Kingdom	23D	2023-01-20	6
Canada	23D	2023-01-21	1
Germany	23D	2023-01-21	5
Japan	23D	2023-01-21	1
Malaysia	23D	2023-01-21	1
Russia	23D	2023-01-21	6
Singapore	23D	2023-01-21	1
USA	23D	2023-01-21	2
United Kingdom	23D	2023-01-21	21
Australia	23D	2023-01-22	2
Austria	23D	2023-01-22	2
Belgium	23D	2023-01-22	1
Denmark	23D	2023-01-22	1
Germany	23D	2023-01-22	4
Malaysia	23D	2023-01-22	1
Russia	23D	2023-01-22	8
Sweden	23D	2023-01-22	1
USA	23D	2023-01-22	2
United Kingdom	23D	2023-01-22	5
Australia	23D	2023-01-23	1
Austria	23D	2023-01-23	19
Denmark	23D	2023-01-23	1
France	23D	2023-01-23	11
Germany	23D	2023-01-23	15
Malaysia	23D	2023-01-23	1
Netherlands	23D	2023-01-23	3
Russia	23D	2023-01-23	7
Spain	23D	2023-01-23	1
Sweden	23D	2023-01-23	1
USA	23D	2023-01-23	5
United Kingdom	23D	2023-01-23	1
Australia	23D	2023-01-24	5
Austria	23D	2023-01-24	4
France	23D	2023-01-24	3
Germany	23D	2023-01-24	7
Malaysia	23D	2023-01-24	1
Netherlands	23D	2023-01-24	2
Russia	23D	2023-01-24	10
Slovakia	23D	2023-01-24	1
Sweden	23D	2023-01-24	2
USA	23D	2023-01-24	10
United Kingdom	23D	2023-01-24	10
Australia	23D	2023-01-25	2
Austria	23D	2023-01-25	10
Brazil	23D	2023-01-25	1
Denmark	23D	2023-01-25	5
Germany	23D	2023-01-25	5
Japan	23D	2023-01-25	1
Malaysia	23D	2023-01-25	2
Netherlands	23D	2023-01-25	1
Poland	23D	2023-01-25	3
Russia	23D	2023-01-25	7
South Korea	23D	2023-01-25	1
Sweden	23D	2023-01-25	1
USA	23D	2023-01-25	11
United Kingdom	23D	2023-01-25	13
Australia	23D	2023-01-26	4
Austria	23D	2023-01-26	1
Belgium	23D	2023-01-26	1
Brazil	23D	2023-01-26	1
Denmark	23D	2023-01-26	2
Germany	23D	2023-01-26	8
Greece	23D	2023-01-26	1
Italy	23D	2023-01-26	1
Lithuania	23D	2023-01-26	1
Poland	23D	2023-01-26	1
Russia	23D	2023-01-26	12
Singapore	23D	2023-01-26	5
Sweden	23D	2023-01-26	1
USA	23D	2023-01-26	15
United Kingdom	23D	2023-01-26	10
Australia	23D	2023-01-27	3
Belgium	23D	2023-01-27	1
Canada	23D	2023-01-27	1
Denmark	23D	2023-01-27	1
Germany	23D	2023-01-27	8
Italy	23D	2023-01-27	1
Malaysia	23D	2023-01-27	2
Netherlands	23D	2023-01-27	4
New Zealand	23D	2023-01-27	1
Russia	23D	2023-01-27	10
Singapore	23D	2023-01-27	4
Spain	23D	2023-01-27	2
USA	23D	2023-01-27	5
United Kingdom	23D	2023-01-27	6
Austria	23D	2023-01-28	1
Brazil	23D	2023-01-28	1
Denmark	23D	2023-01-28	1
Germany	23D	2023-01-28	6
Netherlands	23D	2023-01-28	3
Russia	23D	2023-01-28	12
Singapore	23D	2023-01-28	1
Slovenia	23D	2023-01-28	1
South Korea	23D	2023-01-28	1
USA	23D	2023-01-28	7
United Kingdom	23D	2023-01-28	13
Australia	23D	2023-01-29	2
Belgium	23D	2023-01-29	1
Denmark	23D	2023-01-29	1
France	23D	2023-01-29	1
Germany	23D	2023-01-29	1
Ireland	23D	2023-01-29	1
Malaysia	23D	2023-01-29	3
Netherlands	23D	2023-01-29	6
Russia	23D	2023-01-29	6
Singapore	23D	2023-01-29	1
Switzerland	23D	2023-01-29	1
USA	23D	2023-01-29	9
United Kingdom	23D	2023-01-29	6
Australia	23D	2023-01-30	8
Austria	23D	2023-01-30	21
Belgium	23D	2023-01-30	2
Canada	23D	2023-01-30	2
Denmark	23D	2023-01-30	2
Finland	23D	2023-01-30	1
France	23D	2023-01-30	25
Germany	23D	2023-01-30	27
Greece	23D	2023-01-30	3
Japan	23D	2023-01-30	2
Malaysia	23D	2023-01-30	2
Netherlands	23D	2023-01-30	10
New Zealand	23D	2023-01-30	1
Russia	23D	2023-01-30	3
Singapore	23D	2023-01-30	4
Slovenia	23D	2023-01-30	2
South Korea	23D	2023-01-30	1
Spain	23D	2023-01-30	1
Sweden	23D	2023-01-30	1
Switzerland	23D	2023-01-30	1
USA	23D	2023-01-30	8
United Kingdom	23D	2023-01-30	19
Australia	23D	2023-01-31	4
Austria	23D	2023-01-31	6
Belgium	23D	2023-01-31	1
Canada	23D	2023-01-31	2
Denmark	23D	2023-01-31	3
Germany	23D	2023-01-31	21
Greece	23D	2023-01-31	2
Italy	23D	2023-01-31	1
Malaysia	23D	2023-01-31	2
Netherlands	23D	2023-01-31	1
New Zealand	23D	2023-01-31	4
Russia	23D	2023-01-31	13
Singapore	23D	2023-01-31	5
Spain	23D	2023-01-31	1
Sweden	23D	2023-01-31	2
USA	23D	2023-01-31	12
United Kingdom	23D	2023-01-31	20
Austria	23D	2023-02-01	18
Belgium	23D	2023-02-01	1
Denmark	23D	2023-02-01	1
France	23D	2023-02-01	3
Germany	23D	2023-02-01	19
Greece	23D	2023-02-01	2
Malaysia	23D	2023-02-01	2
Netherlands	23D	2023-02-01	4
New Zealand	23D	2023-02-01	2
Russia	23D	2023-02-01	4
Singapore	23D	2023-02-01	4
Slovakia	23D	2023-02-01	2
South Korea	23D	2023-02-01	2
Spain	23D	2023-02-01	1
Sweden	23D	2023-02-01	4
USA	23D	2023-02-01	12
United Kingdom	23D	2023-02-01	43
Australia	23D	2023-02-02	2
Belgium	23D	2023-02-02	1
Brazil	23D	2023-02-02	1
Denmark	23D	2023-02-02	4
France	23D	2023-02-02	2
Germany	23D	2023-02-02	15
Greece	23D	2023-02-02	3
Japan	23D	2023-02-02	1
Malaysia	23D	2023-02-02	3
Netherlands	23D	2023-02-02	4
Poland	23D	2023-02-02	1
Russia	23D	2023-02-02	19
Singapore	23D	2023-02-02	6
South Korea	23D	2023-02-02	1
Sweden	23D	2023-02-02	4
USA	23D	2023-02-02	9
United Kingdom	23D	2023-02-02	25
Australia	23D	2023-02-03	1
Belgium	23D	2023-02-03	1
Canada	23D	2023-02-03	2
Denmark	23D	2023-02-03	3
France	23D	2023-02-03	1
Germany	23D	2023-02-03	12
Greece	23D	2023-02-03	1
Italy	23D	2023-02-03	2
Japan	23D	2023-02-03	2
Malaysia	23D	2023-02-03	2
Netherlands	23D	2023-02-03	8
Poland	23D	2023-02-03	1
Russia	23D	2023-02-03	33
Singapore	23D	2023-02-03	5
South Korea	23D	2023-02-03	1
Sweden	23D	2023-02-03	1
Switzerland	23D	2023-02-03	1
USA	23D	2023-02-03	6
United Kingdom	23D	2023-02-03	18
Australia	23D	2023-02-04	2
Belgium	23D	2023-02-04	1
Denmark	23D	2023-02-04	3
Germany	23D	2023-02-04	4
Greece	23D	2023-02-04	1
Italy	23D	2023-02-04	1
Japan	23D	2023-02-04	1
Netherlands	23D	2023-02-04	3
Russia	23D	2023-02-04	12
Singapore	23D	2023-02-04	2
South Korea	23D	2023-02-04	1
Spain	23D	2023-02-04	2
Sweden	23D	2023-02-04	1
Switzerland	23D	2023-02-04	1
USA	23D	2023-02-04	7
United Kingdom	23D	2023-02-04	14
Australia	23D	2023-02-05	1
Belgium	23D	2023-02-05	2
Canada	23D	2023-02-05	3
Denmark	23D	2023-02-05	2
France	23D	2023-02-05	5
Germany	23D	2023-02-05	12
Greece	23D	2023-02-05	1
Italy	23D	2023-02-05	2
Malaysia	23D	2023-02-05	2
Netherlands	23D	2023-02-05	2
New Zealand	23D	2023-02-05	1
Russia	23D	2023-02-05	8
Singapore	23D	2023-02-05	4
South Korea	23D	2023-02-05	1
Sweden	23D	2023-02-05	2
Switzerland	23D	2023-02-05	1
USA	23D	2023-02-05	9
United Kingdom	23D	2023-02-05	13
Australia	23D	2023-02-06	4
Austria	23D	2023-02-06	48
Belgium	23D	2023-02-06	6
Brazil	23D	2023-02-06	1
Canada	23D	2023-02-06	4
Denmark	23D	2023-02-06	9
France	23D	2023-02-06	26
Germany	23D	2023-02-06	30
Greece	23D	2023-02-06	3
Ireland	23D	2023-02-06	1
Italy	23D	2023-02-06	4
Japan	23D	2023-02-06	3
Malaysia	23D	2023-02-06	1
Netherlands	23D	2023-02-06	4
Russia	23D	2023-02-06	15
Singapore	23D	2023-02-06	11
Spain	23D	2023-02-06	2
Sweden	23D	2023-02-06	4
Switzerland	23D	2023-02-06	1
USA	23D	2023-02-06	8
United Kingdom	23D	2023-02-06	42
Australia	23D	2023-02-07	9
Austria	23D	2023-02-07	5
Brazil	23D	2023-02-07	2
Denmark	23D	2023-02-07	5
Finland	23D	2023-02-07	1
France	23D	2023-02-07	1
Germany	23D	2023-02-07	25
Greece	23D	2023-02-07	4
Italy	23D	2023-02-07	6
Malaysia	23D	2023-02-07	1
Netherlands	23D	2023-02-07	9
Russia	23D	2023-02-07	15
Singapore	23D	2023-02-07	5
South Korea	23D	2023-02-07	3
Spain	23D	2023-02-07	2
Sweden	23D	2023-02-07	4
Switzerland	23D	2023-02-07	1
USA	23D	2023-02-07	11
United Kingdom	23D	2023-02-07	28
Australia	23D	2023-02-08	9
Austria	23D	2023-02-08	7
Belgium	23D	2023-02-08	2
Canada	23D	2023-02-08	2
Denmark	23D	2023-02-08	13
Germany	23D	2023-02-08	26
Greece	23D	2023-02-08	7
Ireland	23D	2023-02-08	3
Italy	23D	2023-02-08	1
Japan	23D	2023-02-08	2
Malaysia	23D	2023-02-08	3
Netherlands	23D	2023-02-08	2
New Zealand	23D	2023-02-08	1
Russia	23D	2023-02-08	21
Singapore	23D	2023-02-08	4
South Korea	23D	2023-02-08	1
Spain	23D	2023-02-08	3
Sweden	23D	2023-02-08	5
Switzerland	23D	2023-02-08	1
USA	23D	2023-02-08	8
United Kingdom	23D	2023-02-08	67
Australia	23D	2023-02-09	2
Austria	23D	2023-02-09	7
Brazil	23D	2023-02-09	2
Denmark	23D	2023-02-09	4
Finland	23D	2023-02-09	1
France	23D	2023-02-09	2
Germany	23D	2023-02-09	29
Greece	23D	2023-02-09	6
Ireland	23D	2023-02-09	2
Italy	23D	2023-02-09	2
Japan	23D	2023-02-09	2
Malaysia	23D	2023-02-09	1
Netherlands	23D	2023-02-09	7
Russia	23D	2023-02-09	21
Singapore	23D	2023-02-09	2
Sweden	23D	2023-02-09	2
Switzerland	23D	2023-02-09	1
USA	23D	2023-02-09	13
United Kingdom	23D	2023-02-09	36
Australia	23D	2023-02-10	3
Austria	23D	2023-02-10	7
Belgium	23D	2023-02-10	2
Canada	23D	2023-02-10	1
Denmark	23D	2023-02-10	3
Germany	23D	2023-02-10	22
Greece	23D	2023-02-10	2
Ireland	23D	2023-02-10	2
Italy	23D	2023-02-10	1
Japan	23D	2023-02-10	3
Malaysia	23D	2023-02-10	3
Netherlands	23D	2023-02-10	3
New Zealand	23D	2023-02-10	2
Russia	23D	2023-02-10	14
Singapore	23D	2023-02-10	4
South Korea	23D	2023-02-10	3
Spain	23D	2023-02-10	2
Sweden	23D	2023-02-10	6
USA	23D	2023-02-10	8
United Kingdom	23D	2023-02-10	45
Australia	23D	2023-02-11	2
Austria	23D	2023-02-11	1
Belgium	23D	2023-02-11	3
Brazil	23D	2023-02-11	2
Denmark	23D	2023-02-11	6
Finland	23D	2023-02-11	1
France	23D	2023-02-11	3
Germany	23D	2023-02-11	11
Greece	23D	2023-02-11	2
Ireland	23D	2023-02-11	1
Italy	23D	2023-02-11	2
Malaysia	23D	2023-02-11	2
Netherlands	23D	2023-02-11	6
New Zealand	23D	2023-02-11	1
Russia	23D	2023-02-11	8
Singapore	23D	2023-02-11	1
Spain	23D	2023-02-11	3
Sweden	23D	2023-02-11	1
Switzerland	23D	2023-02-11	2
USA	23D	2023-02-11	8
United Kingdom	23D	2023-02-11	35
Australia	23D	2023-02-12	3
Austria	23D	2023-02-12	1
Belgium	23D	2023-02-12	2
Canada	23D	2023-02-12	4
Denmark	23D	2023-02-12	4
France	23D	2023-02-12	1
Germany	23D	2023-02-12	4
Greece	23D	2023-02-12	3
Ireland	23D	2023-02-12	4
Italy	23D	2023-02-12	3
Malaysia	23D	2023-02-12	1
Netherlands	23D	2023-02-12	8
Russia	23D	2023-02-12	13
South Korea	23D	2023-02-12	1
Spain	23D	2023-02-12	2
Sweden	23D	2023-02-12	1
Switzerland	23D	2023-02-12	3
USA	23D	2023-02-12	8
United Kingdom	23D	2023-02-12	16
Australia	23D	2023-02-13	3
Austria	23D	2023-02-13	22
Belgium	23D	2023-02-13	4
Brazil	23D	2023-02-13	2
Canada	23D	2023-02-13	7
Denmark	23D	2023-02-13	6
France	23D	2023-02-13	39
Germany	23D	2023-02-13	34
Greece	23D	2023-02-13	3
Ireland	23D	2023-02-13	1
Italy	23D	2023-02-13	5
Japan	23D	2023-02-13	3
Lithuania	23D	2023-02-13	1
Malaysia	23D	2023-02-13	7
Netherlands	23D	2023-02-13	11
New Zealand	23D	2023-02-13	1
Poland	23D	2023-02-13	1
Russia	23D	2023-02-13	20
Singapore	23D	2023-02-13	5
Slovakia	23D	2023-02-13	1
Slovenia	23D	2023-02-13	2
Spain	23D	2023-02-13	4
Sweden	23D	2023-02-13	5
Switzerland	23D	2023-02-13	1
USA	23D	2023-02-13	19
United Kingdom	23D	2023-02-13	49
Australia	23D	2023-02-14	7
Austria	23D	2023-02-14	17
Belgium	23D	2023-02-14	8
Brazil	23D	2023-02-14	1
Canada	23D	2023-02-14	7
Denmark	23D	2023-02-14	4
France	23D	2023-02-14	8
Germany	23D	2023-02-14	32
Greece	23D	2023-02-14	3
Ireland	23D	2023-02-14	4
Italy	23D	2023-02-14	4
Japan	23D	2023-02-14	4
Lithuania	23D	2023-02-14	1
Malaysia	23D	2023-02-14	2
Netherlands	23D	2023-02-14	6
Poland	23D	2023-02-14	4
Russia	23D	2023-02-14	9
Singapore	23D	2023-02-14	6
South Korea	23D	2023-02-14	2
Spain	23D	2023-02-14	3
Sweden	23D	2023-02-14	8
Switzerland	23D	2023-02-14	2
USA	23D	2023-02-14	13
United Kingdom	23D	2023-02-14	50
Australia	23D	2023-02-15	12
Austria	23D	2023-02-15	25
Belgium	23D	2023-02-15	6
Canada	23D	2023-02-15	2
Chile	23D	2023-02-15	1
Denmark	23D	2023-02-15	6
France	23D	2023-02-15	2
Germany	23D	2023-02-15	38
Greece	23D	2023-02-15	3
Ireland	23D	2023-02-15	4
Italy	23D	2023-02-15	3
Lithuania	23D	2023-02-15	1
Malaysia	23D	2023-02-15	3
Netherlands	23D	2023-02-15	15
Russia	23D	2023-02-15	10
Singapore	23D	2023-02-15	6
South Korea	23D	2023-02-15	7
Spain	23D	2023-02-15	1
Sweden	23D	2023-02-15	3
USA	23D	2023-02-15	14
United Kingdom	23D	2023-02-15	54
Australia	23D	2023-02-16	4
Austria	23D	2023-02-16	6
Belgium	23D	2023-02-16	2
Canada	23D	2023-02-16	3
Denmark	23D	2023-02-16	6
Finland	23D	2023-02-16	1
France	23D	2023-02-16	5
Germany	23D	2023-02-16	31
Greece	23D	2023-02-16	4
Ireland	23D	2023-02-16	3
Italy	23D	2023-02-16	6
Japan	23D	2023-02-16	2
Malaysia	23D	2023-02-16	1
Netherlands	23D	2023-02-16	14
Russia	23D	2023-02-16	28
Singapore	23D	2023-02-16	3
South Korea	23D	2023-02-16	6
Spain	23D	2023-02-16	6
Sweden	23D	2023-02-16	3
Switzerland	23D	2023-02-16	4
USA	23D	2023-02-16	14
United Kingdom	23D	2023-02-16	45
Australia	23D	2023-02-17	4
Austria	23D	2023-02-17	6
Canada	23D	2023-02-17	1
Denmark	23D	2023-02-17	4
Finland	23D	2023-02-17	1
France	23D	2023-02-17	3
Germany	23D	2023-02-17	30
Greece	23D	2023-02-17	5
Ireland	23D	2023-02-17	1
Italy	23D	2023-02-17	3
Japan	23D	2023-02-17	5
Malaysia	23D	2023-02-17	1
Netherlands	23D	2023-02-17	5
Poland	23D	2023-02-17	1
Russia	23D	2023-02-17	15
Singapore	23D	2023-02-17	1
Slovenia	23D	2023-02-17	3
South Korea	23D	2023-02-17	2
Spain	23D	2023-02-17	12
Sweden	23D	2023-02-17	7
Switzerland	23D	2023-02-17	2
USA	23D	2023-02-17	16
United Kingdom	23D	2023-02-17	55
Australia	23D	2023-02-18	5
Austria	23D	2023-02-18	13
Belgium	23D	2023-02-18	7
Canada	23D	2023-02-18	3
Denmark	23D	2023-02-18	4
France	23D	2023-02-18	3
Germany	23D	2023-02-18	15
Greece	23D	2023-02-18	3
Ireland	23D	2023-02-18	3
Italy	23D	2023-02-18	3
Japan	23D	2023-02-18	3
Malaysia	23D	2023-02-18	2
Netherlands	23D	2023-02-18	4
Russia	23D	2023-02-18	4
Singapore	23D	2023-02-18	2
South Korea	23D	2023-02-18	3
Spain	23D	2023-02-18	2
Sweden	23D	2023-02-18	3
Switzerland	23D	2023-02-18	1
USA	23D	2023-02-18	12
United Kingdom	23D	2023-02-18	36
Australia	23D	2023-02-19	5
Belgium	23D	2023-02-19	3
Canada	23D	2023-02-19	6
China	23D	2023-02-19	2
Denmark	23D	2023-02-19	5
Finland	23D	2023-02-19	1
France	23D	2023-02-19	2
Germany	23D	2023-02-19	4
Greece	23D	2023-02-19	5
Ireland	23D	2023-02-19	3
Japan	23D	2023-02-19	2
Malaysia	23D	2023-02-19	2
Netherlands	23D	2023-02-19	4
New Zealand	23D	2023-02-19	1
